height, algo, pow_hash, timestamp, bits
919, blake14lr, 0033def924ee02d9027f142d3d1107f758cf9d5576223a65b06b83155dcf8b01, 1545997429, 1f3e2a61
920, stribog, 003a3a752a207dbd937ed6e09c00054c0f5843d22adfd6834e9a38cf9d716e16, 1545997474, 1f3a5efd
921, cryptonight7v2, 0015620cc709d61c94ea375788e55d28d2487cfcf493bd839550167ff61fb5f7, 1545997489, 1f3c15f9
922, blake14lr, 003e99daaeb39074d450da7117ae960f8f67993142ece94c02c6b86e6adc8400, 1545997504, 1f43469d
923, lyra2rev2, 000c1e95a8606d44edafe4f8ff53fa9737791869534c450d8ce5d36535846966, 1545997534, 1f4d2dc4
924, cryptonight7v2, 0000ccb70de93082ff036932d77f21ac94df059a54f7f383cae2b2ce4a9f1103, 1545997564, 1f4f1300
925, scrypt, 0015598d2874ad5ce517abc91896d408732b602d2323ef2b6e6409f528975a62, 1545997579, 1f4a3b20
926, scrypt, 0031e446993c4ea3b8d8e250a897b7e584ff997cd4dad3267b64a4acd346b8c5, 1545997584, 1f45a62b
927, sha256d, 00102fa680a30e6f343c7848534dcea392d0362a47c908aa91d335c11831b43c, 1545997594, 1f414abd
928, skein, 0034c262b69121983679bfe2bb811a66d18669853814e96458858604a50784ce, 1545997624, 1f3d2a2f
929, cryptonight7v2, 00180d1bbfa7f85628b3d9b02bd506d7fb8386592d028ca87c6ff710698d5fe3, 1545997669, 1f3e1516
930, scrypt, 002972830440e17976f006fc2c0061a76b7c00b25302268047a5efba93b02ea8, 1545997684, 1f3a3332
931, cryptonight7v2, 0018b4ebeb1adfff106ac1267aaca3643aefd3c06ef63a8395f9b5f782c73e22, 1545997699, 1f3aa48d
932, keccak, 001ca4643d40fed06842c65a2de1f827b963d6ab120a1ec04ff9553570fcabb7, 1545997714, 1f36eb9a
933, stribog, 0000623c5c5dbbff0b9d8056dce44eea6b2fe9108e15580ccd439cf36eb406b7, 1545997759, 1f33688d
934, keccak, 0025e3edc11985eb5a880ae128221ae87c30c7d3ca15b19e94f336ce54b7a83d, 1545997774, 1f3026f4
935, lyra2rev2, 000a611479d8291aafa6e162e381de64499cb23c4cc9d1106d0e2bcf846792a3, 1545997804, 1f372f98
936, lyra2rev2, 00175193c850fac12ce12560c054d80c7f5dcf9832e6f4506e70a3b416da9023, 1545997864, 1f3f391d
937, skein, 001b2fc9e0f3455c8e7811622ba478c7866dda388523d5f2e5f3b63b0776f303, 1545997894, 1f3b43e2
938, stribog, 00021009020a2573f40ee528202c0c585196b28fb74c2e8f9b0cc4be76dad288, 1545997909, 1f378f19
939, keccak, 000bf0315462136dcfefbd3c0e103d90b75792834628fbb3db04821d568f971e, 1545997954, 1f340f01
940, sha256d, 000577b1df478723b08d09b0c09a410d630f6c94c1bd60b58431e3ee50953a1b, 1545998014, 1f30cf5e
941, stribog, 00241b7f2e91bea32ddd8d8c9b86214e128b96b60cf7df21dc5c74816652f787, 1545998104, 1f2dd1c3
942, sha256d, 001321edc4d9096fa732bdaaddaa32e671e91765910ff76ca11acf5817be1a52, 1545998149, 1f2b1cca
943, sha256d, 000c5d78f682a5a3b4fe51e6f44b24b46db1b596a5f19605afd58c98139010ea, 1545998164, 1f289750
944, blake14lr, 002254b6e8fe6474d07d485ffcf885a18812c00c925761f5c6a4b7af7c7c2c8d, 1545998209, 1f2d5566
945, scrypt, 00247c0ca55e258f2ef4acc511aff6c2a2a8087201a81c776ffaf46869bac539, 1545998374, 1f2ab01b
946, stribog, 001b67ac6b15d829e4b9514d00c929d58f4a760a9cc890a89f6cf82634d43cdc, 1545998389, 1f28671c
947, sha256d, 0010128672d98fe065fb87c9621a40df7454fba39ea69ce57a1d504f50ace7f3, 1545998404, 1f26388b
948, skein, 001d7e3dfaebbf02f1d5042adeefd06627359857128bbc2d7063c3dd6c2319da, 1545998479, 1f242387
949, stribog, 001cd4ee23e5156cc935d762fe796a076d6605f52f3a0b4a7ad8ac1eb95c57fd, 1545998494, 1f223abc
950, keccak, 000c601c21c6db5f0bad153c34320fa750cd96d3b228d64278f4922c73964e75, 1545998554, 1f2067a2
951, scrypt, 001b124fdc57e958304157742181fe2affe3ae24d5611e2a89dce9c6a0db868a, 1545998629, 1f1eb6a3
952, sha256d, 0002fc31573e6343dd7bf952241cbc426c03b444af86fcdd930ff87312680ab8, 1545998659, 1f1d2917
